Energy (eV),400mL,50mL,800mL
2.39351724,0.084991924,0.079091311,0.085224196
2.398146867,0.085127823,0.079117738,0.085330673
2.402794438,0.085102566,0.079188183,0.08549466
2.407460058,0.085096553,0.079268985,0.085423753
2.412143833,0.085155569,0.079279549,0.085433617
2.416845868,0.08519613,0.079356268,0.085564196
2.42156627,0.085143976,0.079269238,0.085462518
2.426305147,0.085162811,0.079380415,0.085610695
2.431062608,0.085279889,0.079465792,0.085641436
2.435838762,0.085396431,0.079490475,0.08572875
2.440633721,0.085486308,0.07976912,0.085917369
2.445447594,0.085519344,0.079639338,0.085942611
2.450280494,0.085850112,0.079960398,0.086140789
2.455132535,0.085979432,0.080136225,0.086405165
2.46000383,0.086084798,0.080178656,0.086484447
2.464894493,0.086224824,0.080499277,0.086769894
2.469804642,0.086457692,0.080602236,0.086850479
2.474734391,0.086692989,0.080826335,0.087045215
2.47968386,0.086900689,0.081135228,0.087289445
2.484653167,0.087230735,0.081397921,0.087631568
2.48964243,0.087633185,0.081769712,0.087888993
2.494651771,0.087914951,0.082103923,0.0882544
2.499681311,0.088246949,0.082394078,0.088643231
2.504731172,0.088488899,0.082523718,0.088696979
2.509801478,0.088990748,0.08304131,0.089040883
2.514892353,0.08924707,0.08334934,0.089385256
2.520003923,0.089551039,0.083474495,0.089539267
2.525136314,0.089894794,0.083777241,0.089810275
2.530289653,0.090038002,0.08406534,0.089968607
2.53546407,0.089959309,0.083745219,0.089765675
2.540659693,0.089981213,0.083949313,0.089929625
2.545876653,0.089879006,0.083723091,0.089939468
2.551115082,0.089662306,0.083554752,0.089724682
2.556375114,0.089546651,0.083425678,0.089633733
2.56165688,0.08926414,0.083372042,0.089476191
2.566960518,0.088988237,0.083130136,0.08931005
2.572286162,0.088918403,0.082919002,0.08925759
2.57763395,0.088580877,0.082742579,0.089107782
2.583004021,0.088403538,0.082429379,0.088991702
2.588396514,0.088703014,0.082768358,0.089093447
2.593811569,0.088518545,0.082606643,0.089073204
2.599249329,0.088309661,0.082708851,0.089035198
2.604709937,0.088368729,0.082434602,0.089179389
2.610193537,0.088521749,0.082360879,0.089151993
2.615700274,0.088277429,0.082318947,0.089059889
2.621230296,0.088369176,0.08252193,0.089005619
2.62678375,0.088548914,0.082744583,0.089194268
2.632360786,0.088675611,0.082864612,0.089276604
2.637961553,0.088967651,0.083160259,0.089502491
2.643586205,0.088865928,0.083198793,0.089367956
2.649234893,0.089054264,0.083630599,0.089585558
2.654907773,0.08921887,0.083734803,0.089587942
2.660605,0.089513376,0.083880916,0.089896008
2.666326731,0.090286717,0.084275492,0.090467222
2.672073125,0.090471275,0.08451543,0.090830535
2.677844341,0.090545051,0.084445432,0.090823896
2.683640541,0.090547606,0.084352314,0.090575635
2.689461887,0.090038382,0.084025137,0.090670928
2.695308544,0.089991853,0.083897717,0.090400308
2.701180676,0.089776911,0.083835356,0.090377741
2.70707845,0.089666128,0.0836799,0.090250611
2.713002035,0.089277364,0.083365269,0.089956947
2.718951601,0.089224972,0.083336793,0.089984939
2.724927319,0.088950299,0.083170071,0.089800246
2.730929361,0.088711269,0.082939968,0.08969906
2.736957903,0.088595733,0.082963713,0.089714915
2.74301312,0.088497691,0.082735091,0.08956895
2.749095189,0.088414483,0.082648695,0.089498043
2.755204289,0.08843752,0.082696609,0.089673854
2.761340602,0.088440157,0.082815461,0.089640252
2.767504308,0.088536002,0.082817122,0.089652948
2.773695593,0.088537395,0.082887582,0.089794964
2.779914641,0.088651136,0.083084278,0.089996755
2.786161641,0.088873073,0.083162643,0.089924537
2.792436779,0.089087725,0.083301261,0.090069883
2.798740249,0.08914455,0.08347851,0.090291627
2.80507224,0.089344807,0.083525382,0.090355717
2.811432948,0.089369677,0.083585471,0.090503477
2.817822568,0.089544483,0.083737813,0.090435855
2.824241299,0.089637071,0.083655201,0.09057761
2.830689338,0.08957471,0.083665214,0.09061572
2.837166888,0.089673989,0.08370658,0.090598561
2.843674152,0.089531697,0.083619803,0.090512723
2.850211334,0.089590587,0.083798587,0.090630934
2.856778641,0.089675352,0.083743215,0.090645157
2.863376282,0.089524411,0.083697602,0.090662859
2.870004468,0.08942835,0.083599843,0.09055832
2.876663411,0.089210793,0.083391614,0.090407133
2.883353326,0.089200437,0.083464138,0.090474367
2.890074429,0.089280099,0.083620302,0.090604141
2.896826939,0.089270405,0.083392181,0.09054333
2.903611077,0.089322075,0.083492786,0.090662919
2.910427066,0.089243889,0.083539277,0.090524741
2.91727513,0.089462794,0.083800219,0.090641581
2.924155496,0.089508951,0.083735362,0.090908714
2.931068393,0.089489385,0.083737969,0.090942539
2.938014052,0.0897687,0.083963573,0.090927832
2.944992708,0.089741774,0.083960496,0.091205195
2.952004595,0.089894541,0.084033206,0.091341354
2.959049952,0.089998923,0.084066316,0.091218606
2.966129019,0.090020485,0.084195264,0.091393523
2.973242039,0.090203524,0.084202737,0.091473274
2.980389255,0.090133205,0.084322952,0.091436051
2.987570916,0.090446785,0.084559619,0.091634519
2.994787271,0.090347849,0.084586382,0.091644272
3.002038572,0.090413734,0.084655583,0.091786385
3.009325073,0.090199031,0.084548861,0.091782294
3.016647032,0.09042269,0.084686093,0.091880508
3.024004708,0.090573877,0.08475399,0.092006899
3.031398362,0.090534404,0.084707052,0.092020594
3.03882826,0.09065453,0.084985569,0.09210968
3.046294669,0.090786025,0.085020415,0.092372492
3.053797857,0.090964787,0.084891729,0.092589907
3.061338099,0.091160454,0.084857769,0.092556618
3.068915669,0.091012187,0.085101843,0.092680737
3.076530844,0.091182902,0.085262217,0.092703521
3.084183906,0.091291077,0.085461348,0.09288305
3.091875137,0.085887305,0.093155026,
3.099604825,0.086133532,0.092884809,
