Energy (eV),IsoM5,IsoM16,IsoS5,IsoS16
2.330529944,98.89980316,99.1932373,96.15358734,96.10902405
2.334918889,98.90748596,99.19569397,96.12645721,96.10108948
2.339324396,98.90809631,99.19706726,96.12508392,96.08037567
2.34374656,98.88388824,99.19821167,96.08835602,96.0507431
2.348185474,98.899086,99.1905899,96.08860016,96.04829407
2.352641234,98.91470337,99.19539642,96.07653046,96.03718567
2.357113936,98.89108276,99.19069672,96.06463623,96.02384186
2.361603676,98.90357971,99.1877594,96.0517807,96.00008392
2.366110554,98.90492249,99.20238495,96.04335022,96.00914001
2.370634666,98.90252686,99.20556641,96.03760529,96.0058136
2.375176111,98.89285278,99.19295502,96.01550293,95.97293091
2.379734991,98.91075134,99.18578339,95.99436188,95.9622345
2.384311404,98.90283966,99.19921112,95.99072266,95.96172333
2.388905453,98.902771,99.21320343,95.99271393,95.96625519
2.39351724,98.92108154,99.20327759,96.00172424,95.9575882
2.398146867,98.91120148,99.18975067,95.98355103,95.93027496
2.402794438,98.90931702,99.1968689,95.95674133,95.91359711
2.407460058,98.90078735,99.21182251,96.03027344,95.99932861
2.412143833,98.98181915,99.23306274,96.01655579,95.98706055
2.416845868,98.90951538,99.19778442,95.90487671,95.88931274
2.42156627,98.89584351,99.19542694,95.90286255,95.88536835
2.426305147,98.91091919,99.2168045,95.89759064,95.88090515
2.431062608,98.90935516,99.20862579,95.89313507,95.84857941
2.435838762,98.9731369,99.28003693,95.93412781,95.89341736
2.440633721,98.91239166,99.20870209,95.85414886,95.82500458
2.445447594,98.91996765,99.21935272,95.83340454,95.80200958
2.450280494,98.89936066,99.19836426,95.80147552,95.76688385
2.455132535,98.89818573,99.20915985,95.79336548,95.7542572
2.46000383,98.90475464,99.20774078,95.77389526,95.73265076
2.464894493,98.9072876,99.22322083,95.76674652,95.7230072
2.469804642,98.90325928,99.21276093,95.7403183,95.69348907
2.474734391,98.8923645,99.20797729,95.71723938,95.66508484
2.47968386,98.90648651,99.19692993,95.71658325,95.66284943
2.484653167,98.88414001,99.20106506,95.693367,95.66739655
2.48964243,98.88983917,99.20703888,95.70024109,95.65332794
2.494651771,98.9118042,99.20810699,95.68274689,95.65402985
2.499681311,98.88078308,99.19664001,95.66562653,95.63287354
2.504731172,98.87186432,99.18462372,95.64357758,95.5936203
2.509801478,98.87989807,99.19989014,95.66531372,95.62985992
2.514892353,98.8699646,99.19832611,95.65960693,95.63593292
2.520003923,98.89072418,99.18294525,95.6503067,95.62007141
2.525136314,98.89115906,99.18881989,95.67539215,95.64832306
2.530289653,98.87528229,99.19661713,95.66558838,95.63544464
2.53546407,98.88208771,99.18090057,95.68172455,95.63526154
2.540659693,98.86448669,99.18907166,95.68426514,95.63646698
2.545876653,98.87492371,99.18612671,95.68754578,95.64963531
2.551115082,98.87800598,99.18161774,95.68766785,95.65604401
2.556375114,98.86608887,99.18797302,95.70054626,95.68174744
2.56165688,98.87878418,99.19615173,95.70059967,95.67276001
2.566960518,98.87584686,99.18131256,95.7124939,95.67810822
2.572286162,98.92701721,99.23277283,95.76983643,95.72367096
2.57763395,98.87309265,99.20257568,95.72148132,95.69223785
2.583004021,98.85912323,99.19176483,95.7073288,95.66686249
2.588396514,98.86075592,99.17761993,95.70298767,95.66203308
2.593811569,98.860672,99.18570709,95.67864227,95.65203857
2.599249329,98.8682251,99.17195129,95.67398071,95.65136719
2.604709937,98.85203552,99.17105103,95.6697464,95.62483215
2.610193537,98.86453247,99.19506073,95.6891861,95.64154816
2.615700274,98.87132263,99.18123627,95.67386627,95.63428497
2.621230296,98.84501648,99.17131805,95.64922333,95.6200943
2.62678375,98.83249664,99.15010834,95.64115906,95.59575653
2.632360786,98.82530975,99.14488983,95.63153839,95.60396576
2.637961553,98.8303299,99.14293671,95.64434052,95.59524536
2.643586205,98.82073212,99.12156677,95.63444519,95.6081543
2.649234893,98.8069458,99.13868713,95.66399384,95.60392761
2.654907773,98.8347702,99.17263794,95.67853546,95.65468597
2.660605,98.83995819,99.151474,95.68167114,95.64852905
2.666326731,98.81362915,99.13265991,95.66635895,95.65396881
2.672073125,98.79542542,99.12930298,95.67559052,95.66858673
2.677844341,98.82041168,99.15467834,95.7302475,95.71002197
2.683640541,98.79634094,99.11496735,95.70327759,95.6735611
2.689461887,98.79101563,99.12072754,95.71195984,95.70923615
2.695308544,98.77548981,99.12385559,95.73583984,95.72225952
2.701180676,98.7710495,99.12637329,95.73677826,95.72858429
2.70707845,98.75632477,99.10314941,95.73866272,95.72199249
2.713002035,98.77135468,99.12198639,95.77000427,95.73371887
2.718951601,98.76270294,99.11650085,95.77488708,95.76276398
2.724927319,98.76529694,99.10706329,95.77518463,95.75210571
2.730929361,98.741745,99.09068298,95.75330353,95.73841858
2.736957903,98.74824524,99.09568024,95.75847626,95.75564575
2.74301312,98.73944092,99.08900452,95.76580811,95.77276611
2.749095189,98.72528076,99.07686615,95.74811554,95.73374939
2.755204289,98.71985626,99.08126068,95.75010681,95.74365234
2.761340602,98.72186279,99.06323242,95.76186371,95.74837494
2.767504308,98.71778107,99.05213165,95.74700928,95.74796295
2.773695593,98.69245911,99.04290009,95.73753357,95.73374176
2.779914641,98.68669128,99.06111908,95.74639893,95.73014069
2.786161641,98.6901474,99.04798889,95.75545502,95.73040771
2.792436779,98.67429352,99.05703735,95.74763489,95.72531891
2.798740249,98.67511749,99.04620361,95.73433685,95.72151947
2.80507224,98.66928101,99.03249359,95.73832703,95.74751282
2.811432948,98.65356445,99.02598572,95.73397827,95.71522522
2.817822568,98.62779236,99.00925446,95.72299194,95.70082092
2.824241299,98.6297226,99.01891327,95.74207306,95.73027802
