Energy (eV),IsoM5,IsoM16,IsoS5,IsoS16
2.830689338,98.61478424,99.00533295,95.7285614,95.71933746
2.837166888,98.61792755,98.99794769,95.73835754,95.7454834
2.843674152,98.58426666,98.96886444,95.73266602,95.71975708
2.850211334,98.58293152,98.98016357,95.72521973,95.72720337
2.856778641,98.56797791,98.96975708,95.72583008,95.72850037
2.863376282,98.56617737,98.96419525,95.74679565,95.7281189
2.870004468,98.55879974,98.96612549,95.75354767,95.7281723
2.876663411,98.52661133,98.94738007,95.71006775,95.70429993
2.883353326,98.54924011,98.96134949,95.741745,95.73927307
2.890074429,98.51353455,98.93618774,95.72145081,95.72373962
2.896826939,98.49594116,98.93569946,95.7438736,95.7219162
2.903611077,98.47268677,98.90016937,95.7061615,95.70515442
2.910427066,98.44084167,98.88610077,95.68723297,95.6882019
2.91727513,98.46109772,98.89713287,95.71891785,95.71231079
2.924155496,98.41312408,98.85851288,95.6836853,95.68850708
2.931068393,98.41101837,98.86486053,95.68519592,95.69010925
2.938014052,98.40219879,98.84688568,95.6842041,95.68099976
2.944992708,98.35578156,98.83120728,95.65337372,95.65356445
2.952004595,98.35856628,98.81552887,95.6706543,95.66191101
2.959049952,98.33331299,98.80186462,95.65016937,95.66429901
2.966129019,98.31906891,98.80225372,95.6607132,95.65103912
2.973242039,98.29022217,98.78749847,95.63990021,95.65113831
2.980389255,98.3290863,98.80735779,95.6579895,95.6616745
2.987570916,98.28539276,98.76200867,95.62272644,95.65057373
2.994787271,98.26928711,98.76025391,95.63310242,95.63551331
3.002038572,98.2570343,98.75450897,95.63809967,95.62722778
3.009325073,98.2202301,98.72800446,95.60038757,95.60645294
3.016647032,98.21422577,98.71986389,95.60690308,95.61100006
3.024004708,98.20856476,98.73761749,95.60153198,95.61307526
3.031398362,98.15725708,98.68893433,95.57300568,95.56999207
3.03882826,98.1383667,98.67233276,95.55125427,95.54489899
3.046294669,98.12903595,98.67829895,95.54201508,95.53512573
3.053797857,98.09075928,98.66854095,95.606987,95.60283661
3.061338099,98.14541626,98.64205933,95.57299042,95.59025574
3.068915669,98.07865906,98.63755798,95.51729584,95.4882431
3.076530844,98.0428009,98.61891174,95.49562073,95.47387695
3.084183906,98.04528809,98.63511658,95.50082397,95.48191071
3.091875137,98.00922394,98.59056091,95.44049835,95.43829346
3.099604825,97.9957962,98.60391235,95.42888641,95.42953491
3.107373258,97.99145508,98.58190155,95.43753052,95.4329071
3.115180729,97.97115326,98.58236694,95.39257813,95.38194275
3.123027532,97.97525024,98.57035828,95.37910461,95.37960052
3.130913965,97.97602844,98.57912445,95.37171936,95.35752869
3.138840329,97.95393372,98.58001709,95.37006378,95.36425018
3.146806929,97.96795654,98.55070496,95.34705353,95.31583405
3.154814071,97.96379089,98.57363129,95.32997894,95.31997681
3.162862067,97.96605682,98.55630493,95.27157593,95.2927475
3.170951228,97.96105957,98.55885315,95.26296234,95.25093079
3.179081872,98.00109863,98.60857391,95.27545166,95.27121735
3.187254319,97.93742371,98.54775238,95.20748138,95.20685577
3.195468892,97.95228577,98.5424881,95.18649292,95.17133331
3.203725918,97.9596405,98.56382751,95.17359161,95.18412018
3.212025726,97.96086884,98.57361603,95.17889404,95.19217682
3.22036865,97.9462204,98.54924774,95.13333893,95.11829376
3.228755026,97.93791199,98.54814911,95.09132385,95.10131836
3.237185196,97.93999481,98.56158447,95.05180359,95.05895233
3.245659503,97.91994476,98.52718353,95.02823639,94.98025513
3.254178294,97.94168091,98.54957581,95.02394104,95.02000427
3.262741921,97.94312286,98.53609467,94.98054504,94.96303558
3.271350739,97.9309082,98.52198792,94.97880554,94.96059418
3.280005106,97.92430115,98.53742218,94.91435242,94.87680054
3.288705385,97.91216278,98.53159332,94.87349701,94.84757233
3.297451942,97.92145538,98.51226807,94.83992004,94.80783844
3.306245147,97.92376709,98.55341339,94.79882813,94.78374481
3.315085375,97.9120636,98.53196716,94.79213715,94.76848602
3.323973003,97.90778351,98.54871368,94.72761536,94.74344635
3.332908414,97.93904114,98.52184296,94.69973755,94.68354797
3.341891995,97.97801208,98.56776428,94.69155884,94.66945648
3.350924135,97.91374207,98.53657532,94.61665344,94.61748505
3.360005231,97.92713165,98.56277466,94.65932465,94.62402344
3.36913568,97.95199585,98.5592804,94.60874176,94.59197235
3.378315886,97.93017578,98.56310272,94.58558655,94.56000519
3.387546257,97.94329071,98.53061676,94.54502869,94.50704956
3.396827206,98.01541138,98.60565948,94.5951767,94.57749939
3.406159149,97.95832825,98.53092957,94.50556946,94.50998688
3.415542507,97.99095917,98.53603363,94.44056702,94.45930481
3.424977707,98.00193024,98.62886047,94.53385162,94.48657227
3.43446518,97.948349,98.59567261,94.42948914,94.47711945
3.444005361,97.98358917,98.5321579,94.36832428,94.38486481
3.453598691,97.97634888,98.51301575,94.34873199,94.32238007
3.463245615,97.98882294,98.56666565,94.36894989,94.3530426
3.472946583,97.99165344,98.55541992,94.2933197,94.27838135
3.482702051,97.97751617,98.5287323,94.24015045,94.21881104
3.492512479,98.01442719,98.57247162,94.23573303,94.26348114
3.502378334,97.9928894,98.54209137,94.24132538,94.19193268
3.512300085,97.93358612,98.57535553,94.15624237,94.17771912
3.52227821,97.95173645,98.5422287,94.217453,94.14890289
3.532313191,98.00302124,98.6115036,94.12742615,94.10144806
3.542405515,97.91475677,98.4617157,94.04413605,94.03922272
